NAMES,REVIEWS,RATING
vikas,"

  I am glad that i choosed this one over other brands and even bigger brands.Pros:Seamless internet connectivityEasy interfaceAwesome colors whether SD or HDShortcuts app buttons on remoteAll app woking well. Amazon app had an issue, however updating android feom app and resetting the tv resolved this. Working with out any lag now.Played games in 32 inches version and compeltely a good experience.Pairing easy with blutooth devices.Jio cimema supported.Cons:Volumen is loud, but 100% clear. This does not mean it will impact voice, buy this without any hesitation.No blutooth remote which is necceessary now a days. Its not there i guess in any of the size i guess but not sure.ChromeCast does not work very well. Lag on the screen, i can say its not usable in this kind of lagNot much content available.

",4.0 out of 5 stars
Thirupathi Balaraj,"

  In this budget it is best.Pros: picture clarity good2) i can' t see any connection problems wifi or Bluetooth .Cons.1) google voice recognition is very bad .2) chrome cast built in but not working properly waiting for an update.3) while watching TV through d2h i am facing sound issues at high sound also i am getting less sound you need to buy extra speakers.4) Dolby atmos sound worst in this tv i have never seen aome its work good but some time the sound will be vibarte and ithink that the speaker has gone but after i decrising sound it working properly.My advise : better go with another brand which provides good quality .

",2.0 out of 5 stars
Joydeep Mondal,"

  The looks of the TV is good. SMART feature navigation is also good.Sound quality of this TV definitely needs improvement where most of the sound gets distorted with fading or multiple sound. When I have seen multiple review in youtube, no one talked about this noise distortion part. If anyone is buying this TV, they should plan to buy one sound bar as well.VU should work on the voice based search part and the sound quality of this TV. But as I didn't wanted to buy any Chinese product I had chosen this one and am happy to live with this demerit by just thinking that I have not helped country's enemy with a single Rupee.

",4.0 out of 5 stars
Graham V.,"

  OK this is an update.The sound stopped working after 5 days but has since come back.  Don't know why.Amazon not helpful on the matter in any case.The menu is slow but it's a good picture, and sound (when it works).Easy to set up.  Just play and play.  Very light in weight.Only gripe is when Sky box is on, the volume control on the sky isn't working.  Only TV volume works.Voice recognition doesn't work at all.

",4.0 out of 5 stars
Amazon Customer,"

  1) InBuilt ChromeCast is laggy even if you have good Internet2) Remote control doesnt has MIC for Google Assistant3) Sound quality is OK. no much bass4) Sometime TV hang when YouTube is opened

",3.0 out of 5 stars
kvn,"

  I bought this for WFH, does the job and helps my learning and career growth. Screen this big in a bedroom just can't go ignored and therefore it helps me focus and learn things quickly. It's very power efficient, just use power saving mode. I also use it during my daily workout music from youtube. Cons: the blacks are not good enough. Ever since I started using it I felt why did I not consider buying it all these years. VU is a go for it brand. I have one in my hall purchased 8 years back and no repairs till date.

",4.0 out of 5 stars
BIJAY SHAH,"

  Over all products is good and worth the price. But installation service provider was unprofessional. Not given all demo just giving answers what I am asking. Even they are not following safety measures of current situation. Which is the most annoying part of Amazon service experience. My products waiting for last 6 days for installation so I have to get it completed with compromise to safety measures.

",4.0 out of 5 stars
Mehul S.,"

  Amazon Prime video doesn’t work on the TVRegistration is cumbersome, you need to go to the url mentioned. On logging in and adding new device with the code displayedSays device successfully registered on PC screen but doesn’t update on TVVu/Amazon - please release a fix for thisOtherwise product is Value for Money

",4.0 out of 5 stars
prabhakar bairagi,"

  Product is very good. But Amazon customer service was lied me many times.  The person they send for installation don't know how to install and only he wall mount the product. And told, i am lucky that he came because no one wants to come because of corona. I was not satisfied with the service because its can't be able to update or  install any apps but customer service executive told me to write satisfied without doing the full work. They literally beg me to write satisfied and told me that expert will call for software installation and update.Quality product, You can use internet for YouTube, Netflix, Amazon prime with 1080p. Very nice picture quality.But its may be  1 or 2 months from wall mounting but so call expert form Amazon customer service never called.They told me that expert (specialised) person will call me evening for installation. But never did.I got two free service with the tv. One is wall maintaining, which is done. And other one is installation, which they Never send anyone or not call me regarding the issue.I want to know when and who will help me regarding this issue.Otherwise utraAndoid tv is very good with good sound quality, good picture quality, faster connect with mobile and laptod etc....

",4.0 out of 5 stars
vinayak patil,"

  Hello, I am changing my review as my issues resolved by vu customer support team within week. Now Amazon prime is working without issues after successful update of software. Picture and sound quality is also good. Only there is lag when you cast your phone. Good product in this Price range.

",4.0 out of 5 stars
